rank	no	word	ph	pos	def	freq	years	yearList	topForms
2762		respectful	ri'spektful	adj.	恭敬的	4	2	2014/2017	respectful:4
2763		result in			na. 终于(失败)	4	0		result in:4
2764		revolution	revəˈluːʃ(ə)n	n.	革命，变革	4	2	2017/2019	revolution:4
2765		robot	ˈrəʊbɔt	n.	机器人	4	1	2014	robot:3 robots:1
2766		roughly	'rʌfli	adv.	粗略地	4	3	2015/2016/2019	roughly:4
2767		routine	ruːˈtiːn	n.	常规,正常顺序,无聊	4	3	2014/2016/2021	routine:3 routines:1
2768		rubber	ˈrʌbə(r)	n.	橡胶； 合成橡胶	4	2	2010/2018	rubber:4
2769		Russian	ˈrʌʃ(ə)n	adj. n.	俄国人的，俄语的 n. 俄国人，俄语	4	1	2016	russian:2 russians:2
2770		sacred	ˈseɪkrɪd	adj.	害怕，恐惧，担心	4	1	2020	sacred:4
2771		sand	sænd	n.	沙，沙子	4	1	2010	sands:2 sand:2
2772		seagull	ˈsiːɡʌl	n.	海鸥	4	1	2021	seagulls:4
2773		seal	siːl	n.	海豹	4	2	2012/2018	sealed:2 seals:1 seal:1
2774		self	self	n.	自己，自我，自身	4	2	2013/2014	self:4
2775		series of			系列分类；系列类；舞步	4	0		series of:4
2776		set off			na. 分；分割；划开；区划	4	0		set off:4
2777		Shanghai	ʃæŋˈhaɪ	n.	上海	4	3	2010/2015/2020	shanghai:4
2778		shelter	ˈʃeltə(r)	n.	掩蔽；隐蔽处	4	1	2016	shelters:2 sheltered:2
2779		shift	ʃift	n./vi./vt.	改变；转换；轮班； &； 转移；挪动；转向	4	2	2010/2020	shifts:1 shift:1 shifted:1 shifting:1
2780		shower	ˈʃaʊə(r)	n.	阵雨；淋浴；shrink (shrank, shrunk / shrunk, shrunken	4	2	2011/2017	shower:4
2781		sir	sɜː(r)	n.	先生；阁下	4	2	2016/2022	sir:4
2782		sixty	ˈsɪkstɪ	num.	六十	4	2	2019/2022	sixty:4
2783		skilful	'skilful	adj.	有技巧的；熟练的(<美>skillful)	4	1	2022	skilful:4
2784		sleepy	sliːp	adj.	想睡的,困倦的,瞌睡的	4	2	2015/2020	sleepy:4
2785		sparrow	ˈspærəʊ	n.	麻雀，雀型鸟类；speak (spoke, spoken	4	1	2015	sparrow:4
2786		squeeze	skwiːz	n.	挤压，捏，塞	4	2	2018/2022	squeeze:2 squeezing:2
2787		stable	ˈsteɪb(ə)l	adj.	稳固的，牢固的	4	2	2019/2020	stable:4
2788		stare	steə(r)	vi.	盯，凝视	4	1	2020	stare:4
2789		stare at			盯着看；凝视	4	0		stare at:4
2790		strawberry	ˈstrɔːbərɪ; (US) -berɪ	n.	草莓	4	2	2015/2018	strawberries:4
2791		suite	swiːt	n.	套间；组曲	4	1	2010	suite:4
2792		sunrise	ˈsʌnraɪs	n.	黎明，拂晓	4	2	2020/2022	sunrises:2 sunrise:2
2793		supermarket	ˈsuːpəmɑːkɪt	n.	超级市场	4	2	2015/2016	supermarkets:2 supermarket:2
2794		surgeon	ˈsɜːdʒ(ə)n	n.	外科医生	4	1	2013	surgeon:4
2795		surround	səˈraʊnd	vt.	围绕；包围	4	3	2016/2018/2020	surrounded:3 surround:1
2796		swing	swɪŋ	vt. n.	挥舞，摆动 n. 秋千	4	1	2020	swing:2 swinging:2
2797		sympathy	ˈsɪmpəθɪ	n.	同情	4	3	2009/2012/2018	sympathy:4
2798		symphony	ˈsɪmfənɪ	n.	交响乐	4	1	2016	symphony:4
2799		T-shirt	ˌtiːˈʃɜːt	n.	T恤衫	4	0		t-shirt:4
2800		take in			吸收	4	0		take in:4
2801		take the place of			代替	4	0		take the place of:4
2802		temple	ˈtemp(ə)l	n.	庙宇，寺院	4	1	2020	temples:4
2803		Thanksgiving	'θæŋks.giviŋ	n.	感恩	4	2	2017/2019	thanksgiving:4
2804		the International Space Station			无	4	0		the international space station:4
2805		The Middle Ages			中世纪	4	0		the middle ages:4
2806		till	tɪl	conj. prep.	直到,直到…为止	4	1	2010	till:4
2807		trainer	treɪˈnə(r)	n.	训练人；教练	4	1	2011	trainer:4
2808		tug	tʌg	v.	用力拉或拖（某物）	4	1	2019	tug:4
2809		tutor	ˈtjuːtə(r)	n.	家庭教师，私人教师，导师；TV(缩) = television	4	1	2015	tutor:2 tutors:2
2810		twelve	twelv	num.	十二	4	1	2019	twelve:4
2811		ugly	ˈʌɡlɪ	adj.	丑陋的；难看的；U.K./ UK(缩) = United Kingdom	4	2	2009/2011	ugly:4
2812		uncertain	ˈsɜːt(ə)n	adj.	不确定的	4	2	2017/2020	uncertain:4
2813		unconscious	ʌnˈkɔnʃəs	adj.	昏迷,不省人事的	4	1	2018	unconscious:4
2814		undo	ʌnˈduː	v.	解开，松开	4	1	2014	undoing:4
2815		unfair	ʌnˈfeə(r)	adj.	不公平的，不公正的	4	2	2014/2021	unfair:4
2816		upper	ˈʌpə(r)	adj.	较高的，较上的	4	2	2008/2011	upper:4
2817		virtual	'vә:tʃuәl	adj.	[计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）	4	1	2016	virtual:4
2818		weekly	ˈwiːklɪ	adj.	每周的	4	2	2017/2018	weekly:4
2819		whisper	ˈwɪspə(r)	v.	低语，私下说	4	2	2013/2019	whispering:2 whispered:1 whispers:1
2820		wipe	waɪp	v.	擦；擦净；擦干	4	1	2019	wipes:2 wiping:1 wiped:1
2821		with the help of			在……的帮助下	4	0		with the help of:4
2822		wooden	ˈwʊd(ə)n	adj.	木制的	4	2	2010/2016	wooden:4
2823		world-famous	ˌwɜːldˈfeɪməs	adj.	世界闻名的	4	0		world-famous:4
2824		worm	wɜːm	n.	软体虫,蠕虫(尤指蚯蚓	4	1	2010	worm:4
2825		zero	ˈzɪərəʊ	n. num.	零,零度,零点	4	1	2019	zero:4
2826		a series of			一连串的；一系列；一套	3	0		a series of:3
2827		absolute	ˈæbsəluːt	adj.	完全，全部，绝对的	3	1	2018	absolute:3
2828		ache	eɪk	vi. n.	痛，疼痛	3	2	2012/2013	ache:2 aches:1
2829		acknowledge	əkˈnɔlɪdʒ	v.	承认	3	1	2019	acknowledging:2 acknowledged:1
2830		acre	ˈeɪkə(r)	n.	英亩	3	2	2016/2020	acres:2 acre:1
2831		adolescence	ædəʊˈlesns	n.	青春，青春期	3	2	2014/2019	adolescence:3
2832		album	ˈælbəm	n.	相册，影集，集邮簿	3	2	2014/2017	albums:3
2833		allowance	əˈlaʊəns	n.	津贴，补助	3	1	2020	allowance:3
2834		aloud	əˈlaʊd	adv.	大声地	3	2	2011/2018	aloud:3
2835		alternative	ɔːlˈtɜːnətɪv	adj.	可供替代,非传统的	3	2	2016/2022	alternatives:2 alternative:1
2836		altogether	ɔːltəˈɡeðə(r)	adv.	总共	3	2	2015/2017	altogether:3
2837		ambition	æmˈbɪʃ(ə)n	n.	目标,野心,雄心,抱负	3	1	2014	ambition:2 ambitions:1
2838		ambulance	ˈæmbjʊləns	n.	救护车	3	2	2018/2020	ambulance:2 ambulances:1
2839		analysis	əˈnæləsɪs	n.	分析，分析结果	3	1	2018	analysis:3
2840		angle	ˈæŋɡ(ə)l	n.	角度	3	2	2015/2020	angle:3
2841		anybody	ˈenɪbɔdɪ	pron.	任何人，无论谁	3	1	2013	anybody:3
2842		app		abbr.	应用（Application）；穿甲试验（Armor Piercing Proof）	3	0		app:3
2843		army	ˈɑːmɪ	n.	军队	3	1	2011	armies:3
2844		assessment	əˈsesmənt	n.	看法，评价	3	1	2017	assessments:2 assessment:1
2845		associate with			与……联系	3	0		associate with:3
2846		assumption	əˈsʌmpʃ(ə)n	n.	假定，假设	3	1	2022	assumptions:2 assumption:1
2847		automatically	.ɒ:tә'mætikli	adv.	自动地；无意识地	3	2	2012/2022	automatically:3
2848		avenue	ˈævənjuːˈævənuː	n.	大道	3	2	2014/2022	avenue:3
2849		basin	ˈbeɪs(ə)n	n.	水盆，脸盆	3	1	2020	basin:2 basins:1
2850		battery	ˈbætərɪ	n.	电池	3	1	2014	batteries:2 battery:1
2851		behaviour	bɪˈheɪvjə(r)	n.	行为，举止	3	2	2009/2018	behaviours:2 behaviour:1
2852		belong to		v.	属于；附属	3	0		belong to:3
2853		bend	bend	v.	弯曲；使弯曲	3	1	2021	bend:3
2854		bent	bent	adj.	弯的	3	1	2012	bent:3
2855		bite	baɪt	v.	咬；叮（bit, bitten）	3	1	2017	bitten:2 bite:1
2856		bless	bles	vt.	保佑，降福	3	2	2010/2018	blessing:3
2857		boil	bɔɪl	v.	沸腾；烧开；煮……	3	1	2013	boil:3
2858		bother	'bɒðә	v.	烦扰, 打扰, 费心	3	2	2018/2020	bother:2 bothered:1
2859		bottom	ˈbɔtəm	n.	底部；底	3	1	2020	bottom:3
2860		boyhood	'bɒihud	n.	少年时代	3	1	2011	boyhood:3
2861		brake	breɪk	n. vi.	闸 vi. 刹车	3	1	2016	brake:2 brakes:1
2862		bring about			na. 造成；带来；【航】(使船)回转	3	0		bring about:3
2863		bring up			抚养；培养；教育；提出	3	0		bring up:3
2864		broadcast	ˈbrɔːdkɑːst	n.	广播节目；broadcast（broadcast, broadcast或--ed,--ed	3	2	2016/2022	broadcasts:3
2865		brochure	brəʊˈʃə(r); (US) brəʊˈʃʊər	n.	资料（或广告）手册	3	2	2014/2018	brochure:3
2866		build up			逐渐增强；建立；开发	3	0		build up:3
2867		carry on		adj./n.	(飞机乘客的行李)可随身携带的； (飞机乘客的)随身行李	3	0		carry on:3
2868		cart	kɑ:t	n./vt./vi.	二轮运货马车； 用车装载； 驾运货马车；用运货车运送	3	1	2010	cart:2 carter:1
2869		cash	kæʃ	n. v.	现金，现钞 v. 兑现	3	1	2015	cash:3
2870		cave	keɪv	n.	洞，穴；地窖	3	2	2010/2020	cave:3
2871		ceiling	ˈsiːlɪŋ	n.	天花板，顶棚	3	2	2010/2018	ceilings:2 ceiling:1
2872		celebrity	si'lebrti	n.	名望；名誉；名人；名流	3	1	2012	celebrities:2 celebrity:1
2873		champion	ˈtʃæmpɪən	n.	冠军，优胜者	3	1	2016	champions:2 champion:1
2874		championship	'tʃæmpiәnʃip	n.	锦标赛；冠军称号；冠军的地位	3	1	2016	championship:2 championships:1
2875		civil	ˈsɪv(ə)l	adj.	国内的；平民（非军人）的；民用的	3	2	2015/2016	civil:3
2876		cleaner	kliːnə(r)	n.	清洁工.,清洁器.,清洁剂	3	2	2011/2021	cleaner:3
2877		click	klɪk	v.	点击（计算机用语	3	2	2014/2015	clicked:2 click:1
2878		coal	kəʊl	n.	煤；煤块	3	1	2011	coal:3
2879		coat	kəʊt	n. vt.	外套；涂层；表皮；皮毛 vt. 给……穿外套；涂上	3	2	2008/2020	coats:3
2880		committee	kəˈmɪtɪ	n.	委员会	3	0		committee:3
2881		concentrate on			na. 集中在；专心于	3	0		concentrate on:3
2882		conclude	kənˈkluːd	v.	完成，结束	3	3	2010/2014/2016	conclude:1 concluded:1 concluding:1
2883		conference	ˈkɔnfərəns	n.	(正式的)会议；讨论	3	2	2009/2020	conference:2 conferences:1
2884		congratulation	kənɡrætjʊˈleɪʃ(ə)n	n.	祝贺，庆贺	3	2	2011/2018	congratulations:3
2885		consequently	'kɒnsikwәntli	adv.	所以；因而	3	2	2009/2019	consequently:3
2886		context	'kɒntekst	n.	环境；上下文；来龙去脉	3	2	2015/2017	context:3
2887		convey	kənˈveɪ	v.	表达，传递（思想，感情等	3	1	2021	convey:2 conveyed:1
2888		costume	'kɒstju:m	n./vt.	服装，装束；戏装，剧装； 给…穿上服装	3	2	2013/2015	costume:3
2889		counter	ˈkaʊntə(r)	n.	柜台，结账处	3	1	2019	counter:3
2890		crossing	ˈkrɔsɪŋ	n.	十字路口，人行横道	3	1	2016	crossing:3
2891		cutting	'kʌtiŋ	n.	剪枝；剪报	3	2	2013/2016	cutting:3
2892		dam	dæm	n.	水坝，堰堤	3	1	2010	dams:3
2893		define	di'fain	vt.	定义；使明确；规定	3	1	2018	defined:2 define:1
2894		delicate	ˈdelɪkət	adj.	易损的，易碎的	3	1	2017	delicate:3
2895		descendant	di'sendәnt	n./adj.	后裔；子孙； 下降的；祖传的	3	1	2010	descendants:3
2896		desert	dɪˈzɜːt	n. vt.	沙漠 vt. 舍弃； 遗弃	3	2	2010/2019	desert:3
2897		disappoint	dɪsəˈpɔɪnt	vt.	使失望	3	2	2014/2022	disappointing:2 disappoint:1
2898		dismiss	dɪsˈmɪs	vt.	让……离开；遣散；解散；解雇	3	1	2018	dismissing:2 dismissed:1
2899		division	dɪˈvɪʒ(ə)n	n.	（算术用语）除	3	2	2011/2015	division:3
2900		dove	dʌv	n./v.	鸽子；鸽派人士； 潜水（dive的过去式）	3	1	2020	dove:3
2901		drug	drʌɡ	n.	药，药物；毒品	3	1	2016	drug:2 drugs:1
2902		ecology	ɪˈkɔlədʒɪ	n.	生态，生态学	3	2	2010/2017	ecology:3
2903		economic	.i:kә'nɒmik	adj.	经济的，经济上的；经济学的	3	2	2014/2020	economic:3
2904		efficient	i'fiʃәnt	adj.	效率高的；有功效的	3	1	2022	efficient:3
2905		enjoyment	in'dʒɒimәnt	n.	享受；欢乐；乐趣	3	2	2008/2010	enjoyments:2 enjoyment:1
2906		enormous	i'nɒ:mәs	adj.	巨大的；极大的	3	0		enormous:3
2907		entirely	in'taiәli	adv.	全部地；完整地；完全地	3	2	2020/2022	entirely:3
2908		etc		abbr.	诸如此类；等等	3	2	2011/2019	etc:3
2909		except for			na. 只有	3	0		except for:3
2910		existence	ɪɡˈzɪst(ə)ns	n.	存在；生存；存在物	3	1	2016	existence:3
2911		expansion	ik'spænʃәn	n.	扩张；扩展；扩大	3	2	2010/2015	expansion:3
2912		export	ɪkˈspɔːt	n. v.	/ v.出口，输出	3	1	2010	exported:2 export:1
2913		extinction	ik'stiŋkʃәn	n.	灭绝；消失；消灭；废止	3	1	2018	extinction:3
2914		extraordinary	ɪkˈstrɔːdɪnərɪ; (US) -dənerɪ	adj.	离奇的；使人惊奇的	3	1	2011	extraordinary:3
2915		fancy	ˈfænsɪ	adj.	花式；装饰的；奇特的	3	2	2016/2019	fancy:3
2916		faraway	'fɑ:rәwei	adj.	遥远的；恍惚的	3	2	2010/2020	faraway:3
2917		fasten	ˈfɑːs(ə)n; (US) fæsn	vt.	扎牢；扣住	3	2	2012/2017	fastened:3
2918		firmly	ˈfɜːmlɪ	adv.	牢牢地	3	2	2012/2020	firmly:3
2919		fitness	'fitnis	n.	健康；健壮	3	1	2020	fitness:3
2920		flame	fleɪm	n.	火焰，光辉	3	1	2016	flames:3
2921		forecast	ˈfɔːkɑːst; (US) ˈfɔrkæst	n. vt.	预告	3	2	2014/2019	forecasted:2 forecast:1
2922		foreigner	ˈfɔrənə(r)	n.	外国人	3	0		foreigners:2 foreigner:1
2923		forgive	fəˈɡɪv	vt.	(forgave, forgiven) vt. 原谅，宽恕	3	2	2014/2020	forgive:2 forgiving:1
2924		fourteen	ˈfɔːˈtiːn	num.	十四	3	2	2016/2017	fourteen:3
2925		from then on			na. 从那时起	3	0		from then on:3
2926		fry	fraɪ	vt.	用油煎；用油炸	3	2	2020/2021	fry:2 frying:1
2927		gate	ɡeɪt	n.	大门	3	1	2021	gate:2 gates:1
2928		gentle	ˈdʒent(ə)l	adj.	温柔的，轻轻的	3	2	2020/2022	gentle:3
2929		geographical	dʒiә'græfikl	adj.	地理（学）的	3	2	2018/2021	geographical:3
2930		gifted	ˈɡɪftɪd	adj.	有天赋的；有才华的	3	2	2012/2016	gifted:3
2931		give out			发出（气味，热等）；分发	3	0		give out:3
2932		grandma	'grændmɑ:	n.	奶奶; 外婆	3	2	2016/2019	grandma:3
2933		gym	dʒɪm	n.	体操；体育馆；健身房	3	2	2008/2016	gyms:3
2934		head to			引至, 通到; 〈非正〉引出结果	3	0		head to:3
2935		herd	hә:d	n./vt./vi.	兽群，畜群；放牧人； 放牧；使成群； 成群，聚在一起	3	0		herd:3
2936		homeless	'hәumlis	adj.	无家的；无家可归的	3	2	2016/2017	homeless:3
2937		honour	ˈɔnə	n. vt.	荣誉，光荣；尊敬，给予荣誉【英】	3	2	2016/2021	honour:3
2938		hopeless	ˈhəʊplɪs	adj.	没有希望,不可救药的	3	2	2010/2015	hopeless:3
2939		hug	hʌɡ	v.	拥抱	3	2	2010/2013	hug:3
2940		identify	ai'dentifai	vt./vi.	确定；鉴定；识别，辨认出；使参与；把…看成一样； 确定；认同；一致	3	1	2016	identify:2 identified:1
2941		immunity	i'mju:niti	n.	免疫性	3	0		immunity:3
2942		in charge			主管；看管	3	0		in charge:3
2943		in other words			换句话说；也就是说	3	0		in other words:3
2944		in particular			尤其；特别	3	0		in particular:3
2945		in that case			na. 既然是那样	3	0		in that case:3
2946		in turn			相应地； 转而；依次；轮流	3	0		in turn:3
2947		Indonesia	.indәu'ni:ʒә	n.	印尼，印度尼西亚（东南亚岛国）	3	2	2016/2020	indonesia:3
2948		initial	ɪˈnɪʃ(ə)l	adj.	开始的，最初的	3	2	2014/2020	initial:3
2949		invention	ɪnˈvenʃ(ə)n	n.	发明，创造	3	1	2019	invention:3
2950		investigation	in.vesti'geiʃәn	n.	调查	3	0		investigation:3
2951		Japanese	dʒæpəˈniːz	adj. n.	日本的，日本人的，日语的 n. 日本人，日语	3	2	2010/2011	japanese:3
2952		keep track of			na. 追踪；记录；保持联系；密切注意…的动向	3	0		keep track of:3
2953		keep up			跟上	3	0		keep up:3
2954		Kent	kent	n.	肯特	3	2	2015/2016	kent:3
2955		kingdom	ˈkɪŋdəm	n.	王国	3	2	2011/2016	kingdom:3
2956		labor	ˈleɪbə(r)	n.	劳动【美】	3	1	2015	labor:3
2957		lean	li:n	vi./adj./vt./n.	倾斜；倚靠；倾向；依赖； 瘦的；贫乏的，歉收的； 使倾斜； 瘦肉；倾斜；倾斜度	3	1	2018	leaning:3
2958		license	ˈlaɪsəns	n.	执照，许可证	3	2	2010/2014	licenses:2 license:1
2959		lively	ˈlaɪvlɪ	adj.	活泼的;充满生气的	3	2	2010/2016	lively:3
2960		loudly	laʊdlɪ	adv.	大声地	3	2	2011/2019	loudly:3
2961		magic	ˈmædʒɪk	adj.	有魔力的	3	2	2012/2013	magic:3
2962		maintain	mein'tein	vt.	维持；继续；维修；主张；供养	3	2	2009/2016	maintain:1 maintains:1 maintaining:1
2963		man-made	ˌmænˈmeɪd	adj.	人造的，人工的	3	0		man-made:3
2964		mankind	mænˈkaɪnd	n.	人类;（总称）人	3	2	2015/2022	mankind:3
2965		masterpiece	'mɑ:stәpi:s	n.	杰作；名著	3	2	2020/2022	masterpieces:2 masterpiece:1
2966		measurement	'meʒәdmәnt	n.	尺寸；衡量；测量	3	1	2011	measurement:2 measurements:1
2967		meat	miːt	n.	（猪、牛、羊等的）肉	3	2	2016/2018	meat:3
2968		meet with			遇到；经历；会晤	3	0		meet with:3
2969		mission	'miʃәn	n./vt.	使命，任务；代表团；布道； 派遣；向……传教	3	1	2020	mission:3
2970		modem	ˈməʊdem	n.	调制解调器	3	2	2018/2019	modem:3
2971		mountainous	ˈmaʊntɪnəs	adj.	多山的	3	1	2021	mountainous:3
2972		mud	mʌd	n.	泥, 泥浆	3	1	2022	mud:3
2973		narrow	ˈnærəʊ	adj.	狭窄的	3	1	2011	narrow:3
2974		neat	niːt	adj.	整洁的；灵巧的	3	1	2017	neat:3
2975		net	net	n.	网	3	2	2014/2019	nets:2 net:1
2976		nevertheless	.nevәðә'les	adv.	尽管如此；不过；然而	3	1	2017	nevertheless:3
2977		noisy	ˈnɔɪzɪ	adj.	喧闹的，嘈杂的	3	2	2014/2017	noisier:2 noisy:1
2978		nowhere	ˈnəʊweə(r); (US) ˈnəʊhweər	adv.	任何地方都不,无处	3	1	2018	nowhere:3
2979		nylon	ˈnaɪlɔn	n.	尼龙	3	1	2012	nylon:3
2980		obey	əʊˈbeɪ	v.	服从，顺从，听从	3	2	2008/2012	obey:2 obeys:1
2981		on earth			na. 到底；在地球上；全然	3	0		on earth:3
2982		opponent	ә'pәunәnt	n.	对手；竞争者	3	2	2012/2018	opponent:2 opponents:1
2983		optimistic	ɔptɪˈmɪstɪk	adj.	乐观的	3	2	2014/2015	optimistic:3
2984		ours	ˈaʊəz	pron.	我们的	3	1	2017	ours:3
2985		overlook	əʊvəˈlʊk	v.	忽略,不予理会	3	2	2016/2019	overlook:2 overlooked:1
2986		overseas	'әuvә'si:z	adv./adj.	在海外，海外； 海外的，国外的	3	2	2016/2022	overseas:3
2987		pale	peɪl	adj.	苍白的，灰白的	3	2	2013/2016	pale:3
2988		pan	pæn	n.	平底锅	3	2	2010/2020	pan:2 pans:1
2989		participate in			参加；参与	3	0		participate in:3
2990		passion	'pæʃәn	n.	酷爱；激情	3	1	2017	passion:3
2991		percentage	pəˈsentədʒ	n.	百分率	3	1	2017	percentage:3
2992		personally	ˈpɜːsənəlɪ	adv.	就自己而言	3	1	2020	personally:3
2993		philosophy	fi'lɒsәfi	n.	哲学；哲理；人生观	3	0		philosophy:3
2994		pink	piŋk	adj.	粉红色的	3	2	2012/2015	pink:3
2995		plus	plʌs	prep.	加，加上；p.m./pm, P.M. /PM	3	2	2015/2016	plus:3
2996		possibly	ˈpɒsəbli	adv.	可能地，也许	3	2	2010/2014	possibly:3
2997		pray	preɪ	v.	祈祷；祈求	3	1	2020	prayed:3
2998		precious	ˈpreʃəs	adj.	宝贵的, 珍贵的	3	2	2011/2022	precious:3
2999		prejudice	ˈpredʒʊdɪs	n.	偏见，成见	3	2	2011/2022	prejudice:3
3000		pronounce	prəˈnaʊns	vt.	发音	3	2	2009/2014	pronounce:3
3001		put up with			忍受；容忍	3	0		put up with:3
3002		rainbow	ˈreɪnbəʊ	n.	虹，彩虹	3	1	2012	rainbow:3
3003		relaxation	.ri:læk'seiʃәn	n.	放松，松弛	3	2	2015/2021	relaxation:3
3004		release	ri'li:s	vt./n.	排放；释放；发布	3	1	2020	released:2 release:1
3005		reveal	ri'vi:l	vt.	揭示；显示；露出	3	2	2009/2014	reveal:3
3006		right away			立刻；马上	3	0		right away:3
3007		ripe	raɪp	adj.	成熟的，熟的	3	1	2018	ripe:3
3008		roundabout	ˈraʊndəbaʊt	adj. n.	绕道的，不直接的；转盘路	3	2	2016/2019	roundabout:3
3009		ruler	ˈruːlə(r)	n.	统治者；直尺；run (ran, run	3	2	2010/2011	rulers:2 ruler:1
3010		rural	'ruәrәl	adj.	乡村的；农村的	3	2	2015/2020	rural:3
3011		sail	seɪl	n. v.	航行 v. 航行，开航	3	2	2011/2018	sailed:2 sail:1
3012		sailing	ˈseɪlɪŋ	n.	航海	3	2	2011/2022	sailing:3
3013		sample	'sæmpl	n./adj./vt.	样品；样本；例子； 试样的，样品的；作为例子的； 取样；尝试；抽样检查	3	1	2020	samples:3
3014		search for			na. 寻找；寻求；探求	3	0		search for:3
3015		seaside	ˈsiːsaɪd	n.	海滨	3	2	2008/2021	seaside:3
3016		Seattle	si'ætl	n.	西雅图（美国城市）	3	1	2016	seattle:3
3017		set out			出发；启程；（怀着目标）开始工作	3	0		set out:3
3018		set out (to do)			开始（做）	3	0		set out:3
3019		seventeen	sevənˈtiːn	num.	十七	3	1	2011	seventeen:3
3020		severe	sɪˈvɪə(r)	adj.	极为恶劣,十分严重的；sew (sewed, sewn 或sewed	3	1	2022	severe:3
3021		shut	ʃʌt	v. n.	/；关上，封闭；禁闭；	3	2	2009/2022	shut:3
3022		silver	ˈsɪlvə(r)	n.	银	3	1	2016	silver:3
3023		simplify	ˈsɪmplɪfaɪ	v.	使简化，使简易	3	1	2018	simplified:3
3024		skilled	skiː	adj.	熟练的；有技能的	3	2	2015/2016	skilled:3
3025		slide	slaɪd	n. v.	幻灯片,滑道 v.滑行,滑动	3	1	2020	sliding:3
3026		slim	slɪm	adj.	苗条的，纤细的	3	1	2016	slim:3
3027		smog	smaɪl	n.	烟雾(= smoke + fog	3	2	2015/2019	smog:3
3028		smoking	ˈsməʊkɪŋ	n.	吸烟,抽烟;冒烟	3	2	2008/2019	smoking:3
3029		sock	sɔk	n.	短袜	3	1	2011	sock:2 socks:1
3030		softball	ˈsɔftbɔːl	n.	垒球	3	0		softball:3
3031		somehow	'sʌmhau	adv.	不知何故	3	2	2009/2022	somehow:3
3032		southwest	sauθˈwest	n.	西南	3	2	2010/2015	southwest:3
3033		stamp	stæmp	n.	邮票	3	1	2014	stamp:2 stamping:1
3034		stand out			杰出	3	0		stand out:3
3035		star in			担任主角；主演	3	0		star in:3
3036		statue	ˈstætjuː	n.	法令，法规，章程	3	1	2013	statue:2 statues:1
3037		straightforward	streɪtˈfɔːwəd	adj. adv.	/ ad. 简单的，坦率的	3	2	2019/2020	straightforward:3
