rank	no	word	ph	pos	def	freq	years	yearList	topForms
1675	3276	typical	ˈtɪpɪk(ə)l	adj.	典型的，有代表性的，特有的	9	3	2014/2017/2020	typical:9
1676	3332	urge	ɜːdʒ	v.	敦促，催促，力劝	9	3	2016/2017/2018	urge:5 urged:2 urges:1 urging:1
1677	3483	wine	waɪn	n.	酒	9	5	2012/2015/2016/2017/2021	wine:9
1678	40	achievement	əˈtʃiːvmənt	n.	成就,成绩,功绩	8	3	2016/2019/2020	achievements:7 achievement:1
1679	67	admire	ədˈmaɪə(r)	v.	钦佩；羡慕	8	4	2015/2016/2017/2019	admired:3 admire:2 admiring:2 admires:1
1680	84	affair	əˈfeə(r)	n.	事，事情	8	3	2010/2014/2016	affairs:8
1681	3559	afterward(s)	ˈɑːftəwəd(z)	adv.	后来，以后	8	0		afterwards:8
1682	112	airline	ˈeəlaɪn	n.	航空公司；航空系统	8	3	2013/2017/2019	airline:6 airlines:2
1683	182	anxious	ˈæŋkʃəs	adj.	忧虑的，焦急的	8	4	2014/2015/2018/2020	anxious:8
1684	253	assistance	əˈsɪst(ə)ns	n.	帮助，援助，支持	8	4	2011/2016/2020/2022	assistance:8
1685	357	beam	biːm	n.	平衡木	8	2	2019/2021	beam:8
1686	373	beer	bɪə(r)	n.	啤酒	8	3	2016/2019/2021	beer:8
1687	445	boom	buːm	n. v.	/ v. 繁荣，轰鸣，激增	8	4	2013/2015/2018/2020	boom:4 boomed:2 booming:2
1688	473	brand	brænd	n.	品牌	8	4	2015/2017/2020/2022	brand:6 brands:2
1689	489	brief	briːf	adj.	简洁的	8	3	2017/2018/2020	brief:8
1690	494	broad	brɔːd	adj.	宽的，宽大的	8	3	2013/2014/2022	broad:8
1691	544	canadian	kəˈneɪdɪən	adj. n.	加拿大的；加拿大人的 n. 加拿大人	8	3	2010/2017/2018	canadian:6 canadians:2
1692	612	channel	ˈtʃæn(ə)l	n.	频道；通道；水渠	8	1	2015	channels:6 channel:2
1693	616	characteristic	kærɪktəˈrɪstɪk	adj.	典型的，独特的	8	4	2019/2020/2021/2022	characteristics:6 characteristic:2
1694	627	cheerful	ˈtʃɪəfʊl	adj.	兴高采烈的，快活的	8	4	2008/2011/2017/2022	cheerful:8
1695	629	cheese	tʃiːz	n.	奶酪	8	3	2011/2013/2022	cheese:8
1696	630	chef	ʃef	n.	厨师长，主厨	8	2	2018/2022	chef:8
1697	664	circus	ˈsɜːkəs	n.	马戏团	8	2	2013/2021	circus:8
1698	740	competition	kɔmpəˈtɪʃ(ə)n	n.	比赛，竞赛	8	2	2012/2021	competitions:5 competition:3
1699	752	concentrate	ˈkɔnsəntreɪt	v.	聚精会神	8	5	2009/2016/2017/2019/2021	concentrate:6 concentrated:2
1700	785	construct	kənˈstrʌkt	v.	构筑；建造，建设	8	2	2017/2020	construct:6 constructing:2
1701	791	container	kənˈteɪnə(r)	n.	容器	8	2	2017/2018	container:6 containers:2
1702	895	deaf	def	adj.	聋的	8	2	2011/2017	deaf:8
1703	899	debate	dɪˈbeɪt	n. v.	讨论，辩论	8	3	2014/2017/2020	debate:4 debating:2 debated:2
1704	905	declare	dɪˈkleə(r)	vt.	声明；断言	8	5	2014/2015/2016/2019/2020	declared:5 declare:3
1705	922	delight	dɪˈlaɪt	n.	快乐；乐事	8	4	2010/2018/2021/2022	delight:8
1706	952	diary	ˈdaɪərɪ	n.	日记；日记簿	8	3	2017/2019/2022	diary:8
1707	1010	diverse	daɪˈvɜːs	v.	不同的，多种多样，形形色色的	8	4	2018/2019/2020/2022	diverse:8
1708	1011	divide	dɪˈvaɪd	vt.	分，划分	8	4	2013/2014/2016/2021	divided:7 dividing:1
1709	1047	due	djuː; (US) duː	adj.	预期的；约定的	8	4	2008/2015/2018/2021	due:8
1710	1071	eastern	ˈiːst(ə)n	adj.	东方的；东部的	8	3	2010/2019/2021	eastern:8
1711	1093	electric	ɪˈlektrɪk	adj.	电的	8	4	2011/2015/2016/2017	electric:8
1712	1133	equal	ˈiːkw(ə)l	adj. vt.	平等的 vt.等于，使等于	8	4	2010/2014/2015/2019	equal:8
1713	1176	expense	ɪkˈspens	n.	消费； 支出	8	3	2010/2018/2021	expense:5 expenses:3
1714	1222	fare	feə(r)	n.	（车或船的）费用，票（价	8	2	2014/2022	fare:8
1715	1277	fist	fɪst	n.	拳(头	8	3	2011/2015/2017	fist:8
1716	1287	flat	flæt	adj. n.	平的 n. 楼中一套房间； 公寓(常用复数	8	4	2008/2009/2019/2020	flat:8
1717	1305	fold	fəʊld	vt.	折叠；合拢	8	3	2011/2015/2017	folded:2 fold:2 folding:2 folder:2
1718	1351	freezing	ˈfriːziŋ	adj.	冻结的；极冷的	8	3	2015/2016/2018	freezing:8
1719	1417	globe	ɡləʊb	n.	地球仪,地球	8	4	2016/2017/2018/2022	globe:8
1720	1451	gravity	ˈɡrævɪtɪ	n.	重力，地球引力	8	2	2010/2019	gravity:8
1721	3586	ice-cream	ˌaɪsˈkriːm	n.	冰淇淋	8	0		ice cream:8
1722	1640	inform	ɪnˈfɔːm	vt.	告诉； 通知	8	5	2008/2014/2016/2018/2021	inform:5 informing:2 informed:1
1723	1744	kiss	kɪs	n. vt.	吻，亲吻	8	1	2011	kiss:8
1724	1749	knock	nɔk	n. v.	敲；打；击 ；know(knew,known	8	2	2017/2020	knocked:4 knocks:2 knock:2
1725	1834	loss	lɔs; (US) lɔːs	n.	丧失；损耗；lose (lost, lost	8	3	2014/2016/2021	loss:5 losses:3
1726	1867	marathon	ˈmærəθ(ə)n	n.	马拉松	8	2	2015/2020	marathon:8
1727	1873	married	ˈmærɪd	adj.	已婚的	8	4	2008/2011/2012/2020	married:8
1728	1877	master	ˈmɑːstə(r); (US) ˈmæstər	vt.	精通，掌握	8	5	2009/2010/2013/2017/2019	master:4 masters:3 mastering:1
1729	1909	menu	ˈmenʃ(ə)n	n.	菜单	8	3	2015/2016/2017	menu:8
1730	1921	mexico	ˈmeksɪkəʊ	n.	* n. 墨西哥	8	3	2010/2012/2018	mexico:8
1731	2051	nor	nɔː(r)	conj.	也不	8	2	2019/2022	nor:8
1732	2075	nursing	nɜːsɪŋ	n.	(职业性的）保育,护理	8	2	2010/2021	nursing:8
1733	2128	ordinary	ˈɔːdɪnərɪ; (US) ˈɔːrdənerɪ	adj.	普通的，平常的	8	3	2010/2014/2020	ordinary:8
1734	2169	page	peɪdʒ	n.	页，页码	8	3	2011/2016/2020	page:6 pages:2
1735	2173	painter	ˈpeɪntə(r)	n.	绘画者,（油）画家	8	3	2020/2021/2022	painter:6 painters:2
1736	2221	penny	ˈpenɪ	n.	(英复pence) n. （英）便士；美分	8	1	2019	penny:8
1737	2240	personnel	pɜːsəˈnel	n.	全体人员，职员	8	3	2011/2016/2022	personnel:8
1738	2261	pile	paɪ	n.	堆	8	2	2014/2021	pile:6 piled:2
1739	2301	pole	pəʊl	n.	杆，电线杆；；the North (South) Pole	8	2	2015/2016	pole:6 poles:2
1740	2338	potential	pəˈtenʃ(ə)l	adj.	潜在的，可能的	8	3	2013/2016/2017	potential:8
1741	2357	preparation	prepəˈreɪʃ(ə)n	n.	准备	8	3	2015/2017/2019	preparation:8
1742	2463	rainy	ˈreɪnɪ	adj.	下雨的；多雨的	8	2	2010/2016	rainy:8
1743	2525	relation	rɪˈleɪʃ(ə)n	n.	关系； 亲属	8	3	2010/2013/2022	relations:6 relation:2
1744	2534	religious	rɪˈlɪdʒəs	adj.	宗教的	8	3	2012/2013/2015	religious:8
1745	2615	royal	ˈrɔɪəl	adj.	皇家的，王室的，国王的，女王的	8	2	2015/2016	royal:8
1746	2618	rude	ruːd	adj.	无理的, 粗鲁的	8	3	2016/2020/2022	rude:8
1747	2623	runner	ˈrʌnə(r)	n.	赛跑者；操作者；滑行装置	8	4	2010/2015/2018/2020	runner:5 runners:3
1748	2643	salt	sɔːlt	n.	盐	8	2	2017/2022	salt:8
1749	2660	scar	skɑː(r)	n.	伤疤，伤痕	8	5	2013/2015/2018/2019/2022	scared:8
1750	2676	score	skɔː(r)	n. v.	得分，分数	8	3	2015/2019/2021	score:4 scoring:2 scored:2
1751	2681	scream	skriːm	n.	尖叫	8	3	2012/2017/2018	screams:3 screaming:3 scream:1 screamed:1
1752	2700	security	sɪˈkjʊərɪtɪ	n.	安全，平安；see (saw, seen	8	3	2008/2019/2021	security:8
1753	2799	sister	ˈsɪstə(r)	n.	姐；妹	8	4	2010/2014/2016/2019	sister:7 sisters:1
1754	2829	slip	slɪp	n.	片，条，纸片，纸条	8	3	2008/2016/2022	slips:3 slip:3 slipped:2
1755	2840	snack	snæk	n.	小吃	8	2	2016/2017	snack:5 snacks:3
1756	2874	somewhere	ˈsʌmtaɪmz	adv.	在某处	8	3	2014/2015/2019	somewhere:8
1757	3624	steal	stiːl	vt.	偷，窃取	8	3	2015/2019/2020	stolen:6 stole:2
1758	2976	stream	striːm	n.	小河；溪流	8	2	2010/2021	stream:7 streams:1
1759	3012	suitcase	ˈsjuːtkeɪs	n.	(旅行用)小提箱,衣箱	8	2	2014/2021	suitcase:8
1760	3024	super	ˈsuːpə(r)	adj.	顶好的，超级的	8	1	2019	super:8
1761	3046	swap	swɔp	v.	交换（东西）；swear (swore, sworn	8	1	2021	swap:8
1762	3627	sweep	swiːp	v.	扫除，清扫	8	4	2008/2016/2017/2022	sweep:3 swept:3 sweeping:2
1763	3052	swimming	ˈswɪmɪŋ	n.	游泳	8	4	2008/2012/2015/2018	swimming:8
1764	3121	textbook	tekstbuk	n.	课本，教科书	8	3	2008/2012/2018	textbook:7 textbooks:1
1765	3173	tight	taɪt	adj.	紧的	8	3	2014/2016/2018	tight:8
1766	3195	ton	tʌn	n.	（重量单位）吨	8	3	2014/2018/2019	tons:8
1767	3197	tonight	təˈnaɪt	adv. n.	今晚，今夜	8	4	2011/2013/2015/2018	tonight:8
1768	3255	truly	ˈtruːlɪ	adv.	真正地，真实地	8	2	2016/2019	truly:8
1769	3301	unfortunately	ʌnˈfɔːtjʊnətlɪ	adv.	不幸地	8	3	2012/2015/2017	unfortunately:8
1770	3392	voyage	ˈvɔɪɪdʒ	n.	航行，旅行	8	2	2011/2016	voyage:8
1771	3397	waiter	ˈweɪtə(r)	n.	（餐厅）男服务员	8	2	2016/2018	waiter:8
1772	3410	warmth	wɔːmθ	n.	暖和，温暖	8	3	2008/2015/2017	warmth:8
1773	3425	weak	wiːk	adj.	差的，弱的，淡的	8	3	2010/2014/2017	weak:7 weaker:1
1774	3439	weigh	weɪ	vt.	称…的重量，重（若干	8	4	2014/2015/2016/2021	weighed:3 weighs:3 weigh:2
1775	3485	winner	ˈwɪnə(r)	n.	获胜者	8	2	2014/2018	winners:4 winner:4
1776	3496	witness	ˈwɪtnɪs	v. n.	/ n. 目击者，见证人；wolf（复wolves	8	2	2020/2022	witnessing:3 witnessed:3 witness:2
1777	3509	workplace	wɜːkpleɪs	n.	工作场所，车间	8	1	2020	workplaces:4 workplace:4
1778	20	academic	ækəˈdemɪk	adj. n.	/ n. 学术的，教学的	7	3	2013/2015/2019	academic:6 academics:1
1779	71	adolescent	ædəˈlesənt	n.	青少年	7	3	2013/2014/2019	adolescents:6 adolescent:1
1780	100	aggressive	ˈəɡresɪv	adj.	侵略的；咄咄逼人	7	3	2012/2017/2019	aggressive:7
1781	115	airport	ˈeəpɔːt	n.	航空站，飞机场	7	3	2013/2016/2018	airport:5 airports:2
1782	212	approximately	əprɔksɪˈmətlɪ	adv.	近似，大约	7	4	2008/2013/2020/2022	approximately:7
1783	239	artificial	ɑːtɪˈfɪʃ(ə)l	adj.	人工的，人造的	7	3	2009/2018/2019	artificial:7
1784	243	ashamed	əˈʃeɪmd	adj.	惭愧； 害臊	7	3	2016/2018/2020	ashamed:7
1785	252	assist	əˈsɪst	v.	帮助，协助	7	4	2016/2018/2021/2022	assist:3 assists:2 assisting:2
1786	3562	awake	əˈweɪk	v. adj.	唤醒；醒着的（awoke, awoken）	7	2	2011/2018	awake:7
1787	309	badly	ˈbædlɪ	adv.	坏，恶劣地	7	4	2014/2015/2016/2020	badly:7
1788	392	beneficial	benɪˈfɪʃ(ə)l	adj.	有利的，有帮助的，有用的	7	3	2011/2019/2020	beneficial:7
1789	396	besides	bɪˈsaɪdz	prep. adv.	除…以外（还有） ad. 还有，此外；best（good, well 的最 高级	7	5	2008/2009/2010/2011/2014	besides:7
1790	451	boring	ˈbɔːrɪŋ	adj.	乏味的，无聊的	7	3	2013/2014/2015	boring:7
1791	507	budget	ˈbʌdʒɪt	n.	预算	7	1	2018	budget:7
1792	536	cake	keɪk	n.	蛋糕，糕点；饼	7	2	2015/2021	cake:5 cakes:2
1793	535	calculate	ˈkælkjʊleɪt	v.	计算，核算，推测	7	3	2014/2019/2022	calculated:4 calculate:1 calculates:1 calculating:1
1794	566	carrier	ˈkærɪə(r)	n.	搬运者；媒介;（自行车等的）置物架；（车的）货架	7	2	2008/2017	carrier:4 carriers:3
1795	585	cautious	ˈkɔːʃəs	adj.	小心的，谨慎的	7	4	2014/2015/2017/2020	cautious:7
1796	775	consequence	ˈkɔnsɪkwəns; (US) ˈkɔnsɪkwens	n.	结果，后果	7	3	2016/2019/2020	consequences:6 consequence:1
1797	816	corn	kɔːn	n.	玉米，谷物	7	2	2015/2018	corn:7
1798	897	dear	dɪə(r)	int. adj.	（表示惊愕）哎呀！唷！ a. 亲爱的；贵的	7	4	2010/2011/2012/2014	dear:7
1799	1115	engine	ˈendʒɪn	n.	发动机，引擎	7	2	2017/2022	engine:4 engines:3
1800	1130	envelope	ˈenvələʊp	n.	信封	7	5	2008/2012/2017/2019/2020	envelope:6 envelopes:1
1801	1165	exchange	ɪksˈtʃeɪndʒ	n.	交换，掉换；交流	7	4	2013/2017/2018/2022	exchanged:2 exchanging:2 exchange:2 exchanges:1
1802	1207	fair	feə(r)	adj. n.	公平的，合理的 a. (肤色)白皙的； （人）白肤金发的 n. 集市；庙会；展览会	7	3	2017/2018/2020	fair:5 fairs:2
1803	1220	fantasy	ˈfæntəsɪ	n.	幻想，梦想	7	3	2013/2019/2020	fantasy:6 fantasies:1
1804	1248	fiction	ˈfɪkʃ(ə)n	n.	小说，虚构的事	7	2	2013/2016	fiction:7
1805	1253	fifty	ˈfɪftɪ	num.	五十	7	2	2010/2017	fifties:6 fifty:1
1806	1311	fool	fuːl	n.	傻子，蠢人	7	2	2015/2022	fool:4 fooled:3
1807	1348	freedom	ˈfriːdəm	n.	自由	7	3	2017/2019/2021	freedom:7
1808	1506	harvest	ˈhɑːvɪst	n. vt.	收割，收获（物	7	2	2016/2020	harvested:3 harvesting:2 harvest:1 harvests:1
1809	1574	horse	hɔːs	n.	马	7	1	2022	horse:5 horses:2
1810	1622	impress	ɪmˈpres	vt.	留下极深的印象	7	3	2012/2013/2018	impressed:4 impress:2 impresses:1
1811	1654	inspect	ɪnˈspekt	vt.	检查；检验；审视	7	2	2008/2022	inspect:4 inspected:3
1812	1667	intention	ɪnˈtenʃ(ə)n	n.	打算,计划,意图	7	1	2020	intention:6 intentions:1
1813	1721	June	dʒuːn	n.	6月	7	3	2015/2016/2020	june:7
1814	1740	kindergarten	kɪndəˈɡɑːt(ə)n	n.	幼儿园	7	3	2008/2009/2018	kindergarten:7
1815	1748	knife	naɪf	n.	(复 knives) n.小刀;匕首;刀片	7	4	2010/2012/2016/2020	knives:5 knife:2
1816	1803	lifetime	ˈlaɪftaɪm	n.	一生，终生	7	4	2019/2020/2021/2022	lifetime:7
1817	1853	mail	meɪl	n. v.	邮政,邮递 v. (美)邮寄	7	4	2008/2010/2011/2016	mail:4 mailed:2 mailing:1
1818	1861	manager	ˈmænɪdʒə(r)	n.	经理	7	3	2010/2019/2021	manager:7
1819	1935	mine	maɪn	n. vt. pron.	矿藏,矿山vt.开采(矿物) pron. 我的	7	3	2009/2010/2018	mine:5 mined:2
1820	1953	mobile phone	ˈməʊbaɪl fəʊn	n.	手提电话，手机	7	0		mobile phone:7
1821	2077	nutrition	njuːˈtrɪʃ(ə)n	n.	营养，滋养	7	3	2010/2015/2018	nutrition:7
1822	2106	oneself	wʌnˈself	pron.	自己；自身	7	4	2008/2015/2020/2022	oneself:7
1823	2171	painful	ˈpeɪnfʊl	adj.	使痛的，使痛苦的	7	4	2013/2014/2015/2019	painful:7
1824	2197	partner	ˈpɑːtnə(r)	n.	搭档，合作者	7	4	2010/2011/2016/2019	partner:4 partners:3
1825	2210	pause	pɔːz	n. vi.	中止，暂停；停止	7	3	2019/2021/2022	paused:3 pauses:2 pausing:2
1826	2235	permanent	ˈpɜːmənənt	adj.	永久的，永恒的	7	3	2019/2020/2021	permanent:7
1827	2236	permission	pəˈmɪʃ(ə)n	n.	允许,许可,同意	7	2	2010/2014	permission:7
1828	3604	phenomenon	fəˈnɒmɪnən	n.	现象	7	3	2010/2015/2018	phenomenon:7
1829	2295	pocket	ˈpɔkɪt	n.	（衣服的）口袋	7	3	2008/2014/2021	pocket:7
1830	2309	pollute	pəˈluːt	vt.	污染	7	4	2014/2015/2018/2021	polluting:3 polluted:3 pollute:1
1831	3608	pop	pɒp	adj. n.	（口语）流行的；流行音乐（popular 的缩写）	7	4	2012/2016/2017/2022	pop:7
1832	2396	prohibit	prəˈhɪbɪt	v.	禁止	7	3	2008/2014/2017	prohibited:5 prohibiting:2
1833	2403	properly	ˈprɔpəlɪ	adv.	适当地	7	3	2008/2013/2020	properly:7
1834	2482	reality	rɪˈælɪtɪ	n.	现实；realise (美realize	7	3	2013/2014/2017	reality:7
1835	2494	recite	rɪˈsaɪt	v.	背诵；recognise (美recognize	7	3	2009/2017/2021	recited:4 recite:3
1836	2518	regardless	rɪˈɡɑːdlɪs	adj.	不顾，不加理会	7	3	2013/2019/2020	regardless:7
1837	2584	rice	raɪs	n.	稻米；米饭	7	2	2016/2018	rice:7
1838	2603	roof	ruːf	n.	屋顶，顶部	7	4	2009/2017/2018/2020	roofs:4 roof:3
1839	2617	rubbish	ˈrʌbɪʃ	n.	垃圾； 废物	7	3	2014/2017/2019	rubbish:7
1840	2659	scan	skæn	v.	略读，浏览，扫描	7	2	2013/2019	scanning:4 scans:2 scanned:1
1841	2664	scenery	ˈsiːnərɪ	n.	风景，景色，风光；sceptical (AmE skeptical	7	4	2015/2016/2020/2022	scenery:5 sceneries:2
1842	2707	selfish	ˈselfɪʃ	adj.	自私的	7	2	2016/2019	selfish:7
1843	2748	shine	ʃaɪn	n.	光泽；光彩；阳光；晴天；光(亮)；shine (shone, shone 或-d, -d	7	2	2015/2019	shining:5 shine:2
1844	2777	sigh	saɪ	vi.	叹息；叹气	7	3	2009/2010/2019	sigh:5 sighed:2
1845	2797	sink	sɪŋk	n.	洗涤槽；污水槽；sink (sank, sunk	7	1	2018	sink:4 sank:2 sinking:1
1846	2839	smooth	ˈsməʊkɪŋ	adj.	光滑的;平坦的	7	5	2010/2011/2016/2018/2022	smooth:7
1847	2854	soccer	ˈsɔkə(r)	n.	英式足球	7	3	2015/2020/2021	soccer:7
1848	2862	software	sɔft; (US) sɔːft	n.	软件	7	2	2011/2015	software:7
1849	2893	Spanish	ˈspænɪʃ	adj. n.	西班牙人的，西班牙的，西班牙语的 n. 西班牙语	7	3	2014/2016/2018	spanish:7
1850	2894	spare	speə(r)	adj.	空闲,多余的，剩余的	7	4	2008/2010/2017/2020	spare:7
1851	2907	spiritual	ˈspɪrɪtʃʊəl	adj.	精神的； 心灵的	7	3	2015/2019/2020	spiritual:7
1852	3003	sudden	ˈsʌd(ə)n	adj.	突然的	7	2	2010/2014	sudden:7
1853	3070	tale	teɪl	n.	故事, 传说	7	2	2012/2019	tales:4 tale:3
1854	3076	tap	tæp	n.	(自来水煤气等的)龙头	7	3	2008/2014/2019	tap:2 tapped:2 tapping:2 taped:1
1855	3207	totally	ˈtɔt(ə)lɪ	adv.	总合地，完全地	7	3	2008/2018/2019	totally:7
1856	3317	unpleasant	ʌnˈplez(ə)nt	adj.	使人不愉快的	7	3	2017/2019/2020	unpleasant:7
1857	3339	usual	ˈjuːʒʊəl	adj.	通常的，平常的	7	3	2011/2013/2020	usual:7
1858	3382	visual	ˈvɪʒjʊəl	adj.	视力的，视觉的	7	2	2018/2022	visual:7
1859	3524	wound	wuːnd	vt. n.	伤,伤害 n.创伤,伤口	7	3	2010/2016/2022	wound:6 wounding:1
1860	3536	yellow	ˈjeləʊ	adj.	黄色的	7	2	2015/2018	yellow:7
1861	29	accompany	əˈkʌmpənɪ	v.	陪同，陪伴，与…同时发生	6	3	2017/2018/2022	accompanied:6
1862	30	accomplish	əˈkʌmplɪʃ	v.	完成	6	3	2014/2016/2017	accomplish:5 accomplished:1
1863	79	advertisement	ədˈvɜːtɪsmənt	n.	广告	6	3	2011/2013/2015	advertisements:4 advertisement:2
1864	90	African	ˈæfrɪkən	adj. n.	非洲的，非洲人的 n. 非洲人	6	3	2012/2014/2018	african:6
1865	104	agricultural	æɡrɪˈkʌltʃər(ə)l	adj.	农业的	6	2	2010/2016	agricultural:6
1866	135	alphabet	ˈælfəbet	n.	字母表，字母	6	2	2016/2017	alphabet:6
1867	140	altitude	ˈæltɪtjuːd; (US) ælˈtɪtuːd	n.	海拔高度	6	4	2010/2015/2020/2022	altitudes:4 altitude:2
1868	170	anniversary	ænɪˈvɜːsərɪ	n.	周年纪念日	6	3	2017/2018/2022	anniversary:4 anniversaries:2
1869	172	announcement	əˈnaʊnsmənt	n.	通告，通知	6	3	2011/2014/2020	announcement:4 announcements:2
1870	189	anywhere	ˈenɪweə(r)	adv.	任何地方	6	3	2008/2011/2021	anywhere:6
1871	203	application	æplɪˈkeɪʃ(ə)n	n.	申请	6	3	2013/2021/2022	application:6
1872	257	assume	əˈsjuːm; (US) əˈsuːm	v.	假定，假设	6	3	2010/2018/2020	assume:6
1873	260	astronaut	ˈæstrənɔːt	n.	宇航员	6	1	2019	astronauts:6
1874	333	bargain	ˈbɑːɡɪn	n. v.	（经讨价还价后）成交的商品；廉价货 v. 讨价还价	6	3	2013/2017/2020	bargain:4 bargaining:2
1875	375	beg	beɡ	v.	请求，乞求，乞讨 ；begin(began,begun	6	2	2015/2022	begging:4 beg:2
1876	422	blanket	ˈblæŋkɪt	n.	毛毯，毯子	6	2	2021/2022	blanket:6
1877	425	blind	blaɪnd	adj.	瞎的	6	3	2013/2021/2022	blinding:4 blind:2
1878	517	burst	ˈbɜːst	v.	突然发生； 突然发作	6	3	2014/2015/2016	burst:4 bursts:2
1879	534	cage	keɪdʒ	n.	笼；鸟笼	6	3	2016/2019/2022	cage:4 cages:2
1880	558	carbon	ˈkɑːbən	n.	碳	6	2	2018/2022	carbon:6
1881	579	cater	ˈkeɪtə(r)	v.	提供饮食，承办酒席	6	3	2011/2015/2016	caters:2 catering:2 catered:2
1882	582	cattle	ˈkæt(ə)l	n.	牛（总称），家畜	6	3	2009/2018/2020	cattle:6
1883	640	chief	tʃiːf	adj. n.	主要,首要的 n.领导，头；child (复children	6	4	2008/2018/2019/2020	chief:6
1884	747	compromise	ˈkɔmprəmaɪz	v.	妥协,折中,让步	6	3	2013/2018/2022	compromise:4 compromised:2
1885	757	conclusion	kənˈkluːʒ(ə)n	n.	结论；结束	6	2	2014/2019	conclusion:4 conclusions:2
1886	786	construction	kənˈstrʌkʃ(ə)n	n.	建造,建设,建筑物	6	2	2016/2022	construction:4 constructions:2
1887	803	convenience	kənˈviːnɪəns	n.	便利	6	3	2010/2011/2018	convenience:4 conveniences:2
1888	804	convenient	kənˈviːnɪənt	adj.	便利的，方便的	6	3	2013/2014/2021	convenient:6
1889	818	corporation	kɔːpəˈreɪʃ(ə)n	n.	（大）公司	6	3	2013/2015/2017	corporations:3 corporation:3
1890	893	dead	ded	adj.	死的；无生命的	6	3	2014/2016/2021	dead:6
1891	900	debt	det	n.	债务；欠款	6	2	2015/2020	debt:6
1892	909	decrease	dɪˈkriːs	v.	减少，减小，降低	6	2	2010/2018	decreased:3 decrease:2 decreasing:1
1893	930	depth	depθ	n.	深，深度	6	3	2009/2013/2019	depth:5 depths:1
1894	940	destination	destɪˈneɪʃ(ə)n	n.	目的地，终点	6	2	2015/2019	destinations:4 destination:2
1895	947	devote	dɪˈvəʊt	vt.	把…奉献, 把…专用（于	6	3	2008/2011/2015	devoted:4 devote:2
1896	957	differ	ˈdɪfə(r)	v.	相异，有区别	6	3	2015/2020/2021	differ:6
1897	979	disability	dɪsəˈbɪlɪtɪ	n.	. 残疾；无能	6	2	2013/2019	disability:6
1898	981	disadvantage	dɪsədˈvɑːntɪdʒ	n.	不利条件；弱点	6	3	2008/2018/2022	disadvantage:4 disadvantaged:2
1899	1008	disturbing	dɪˈstɜːbɪŋ	adj.	令人不安的，引起恐慌的	6	3	2012/2019/2021	disturbing:6
1900	1034	drawer	ˈdrɔːə(r)	n.	抽屉	6	2	2010/2020	drawer:6
1901	1124	enterprise	ˈentəpraɪz	n.	公司，企，事业单位	6	1	2011	enterprise:6
1902	1175	expectation	ekspekˈteɪʃ(ə)n	n.	预料；期望	6	3	2016/2021/2022	expectations:4 expectation:2
1903	1195	extreme	ɪkˈstriːm	adj.	极其的，非常的	6	4	2017/2019/2020/2022	extreme:5 extremes:1
1904	1204	fade	feɪd	vi.	褪色，（颜色）消退	6	2	2019/2020	fade:2 fading:2 faded:2
1905	1229	fault	fɔːlt	n.	缺点，毛病	6	2	2010/2022	faults:4 fault:2
1906	1235	feather	ˈfeðə(r)	n.	羽毛	6	2	2010/2012	feathers:6
1907	1251	fifteen	fɪfˈtiːn	num.	十五	6	2	2016/2019	fifteen:6
1908	1289	flexible	ˈfleksəbl	adj.	灵活的，可变动的	6	3	2013/2015/2019	flexible:6
1909	1306	folk	fəʊk	adj.	民间的	6	3	2009/2019/2022	folk:6
1910	1334	forty	ˈfɔːtɪ	num.	四十	6	3	2014/2017/2022	forty:6
1911	1342	fox	fɔks	n.	狐狸	6	3	2017/2018/2022	foxes:6
1912	1354	frequent	ˈfriːkwənt	adj.	经常的；频繁的	6	2	2018/2020	frequent:6
1913	1386	gallon	ˈɡælən	n.	加仑	6	1	2017	gallon:4 gallons:2
1914	1389	garbage	ˈɡɑːbɪdʒ	n.	垃圾	6	2	2021/2022	garbage:6
1915	1412	glad	ɡlæd	adj.	高兴的；乐意的	6	3	2013/2018/2020	glad:6
1916	1439	grammar	ˈɡræmə(r)	n.	语法	6	2	2014/2015	grammar:6
1917	1459	greeting	ˈɡriːtɪŋ	n.	祝贺	6	3	2012/2013/2021	greeting:4 greetings:2
1918	1531	hello	həˈləʊ	int.	喂；你好（表示打招呼，问候或唤起注意	6	2	2021/2022	hello:6
1919	1543	hey	heɪ	int.	嘿！	6	2	2010/2016	hey:6
1920	1584	housework	ˈhaʊswɜːk	n.	家务劳动	6	1	2021	housework:6
